"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","15세 미만","사망자수[명]","명","544","428","377","399","375","333","331","325","335","311","307","278","263","215","195","190","147","149","114",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","15세 미만","사망률[십만명당]","십만명당","12","9.6","8.7","9.4","9.1","8.3","8.5","8.6","9","8.6","8.7","8","7.8","6.5","6","6","4.7","4.9","3.9",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","15 - 64세","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","15 - 64세","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","0","","",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","65세 이상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","65세 이상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"출생전후기에 기원한 특정병태 (P00-P96)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","15 - 19세","사망자수[명]","명","15","18","14","18","11","12","13","12","16","13","13","6","8","8","8","8","7","5","10",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","15 - 19세","사망률[십만명당]","십만명당",".5",".6",".4",".6",".3",".3",".4",".3",".5",".4",".4",".2",".3",".3",".3",".3",".3",".2",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","20 - 24세","사망자수[명]","명","11","12","16","15","11","6","16","10","12","15","7","8","18","15","8","11","14","12","15",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","20 - 24세","사망률[십만명당]","십만명당",".3",".3",".4",".4",".3",".2",".5",".3",".4",".4",".2",".2",".5",".4",".2",".3",".4",".4",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","25 - 29세","사망자수[명]","명","11","15","13","6","16","9","14","5","11","10","7","12","6","12","7","8","10","10","12",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","25 - 29세","사망률[십만명당]","십만명당",".3",".4",".3",".1",".4",".2",".4",".1",".3",".3",".2",".4",".2",".4",".2",".2",".3",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","30 - 34세","사망자수[명]","명","11","17","15","14","9","9","6","9","8","10","11","6","10","9","10","9","8","12","12",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","30 - 34세","사망률[십만명당]","십만명당",".2",".4",".4",".3",".2",".2",".2",".2",".2",".2",".3",".2",".3",".3",".3",".3",".3",".4",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","35 - 39세","사망자수[명]","명","13","15","9","5","18","9","10","13","9","7","5","8","7","10","6","7","7","9","12",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","35 - 39세","사망률[십만명당]","십만명당",".3",".3",".2",".1",".4",".2",".2",".3",".2",".2",".1",".2",".2",".3",".1",".2",".2",".3",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","40 - 44세","사망자수[명]","명","13","5","12","16","12","10","11","7","13","15","8","7","7","5","6","8","11","6","2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","40 - 44세","사망률[십만명당]","십만명당",".3",".1",".3",".4",".3",".2",".2",".2",".3",".3",".2",".2",".2",".1",".2",".2",".3",".2",".1",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","45 - 49세","사망자수[명]","명","14","12","9","13","8","12","7","12","12","10","10","10","14","15","12","13","9","7","9",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","45 - 49세","사망률[십만명당]","십만명당",".4",".3",".2",".3",".2",".3",".2",".3",".3",".2",".2",".2",".3",".3",".3",".3",".2",".2",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","50 - 54세","사망자수[명]","명","6","13","6","13","14","15","9","14","14","9","15","8","7","7","20","12","11","26","16",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","50 - 54세","사망률[십만명당]","십만명당",".2",".5",".2",".4",".4",".4",".2",".3",".3",".2",".3",".2",".2",".2",".5",".3",".3",".6",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","55 - 59세","사망자수[명]","명","7","1","8","10","6","8","13","12","7","14","8","11","12","15","14","10","14","9","10",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","55 - 59세","사망률[십만명당]","십만명당",".3","0",".3",".4",".2",".3",".5",".4",".2",".4",".2",".3",".3",".4",".3",".2",".3",".2",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","60 - 64세","사망자수[명]","명","7","9","5","5","8","5","9","8","7","9","5","8","15","10","13","15","17","11","14",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","60 - 64세","사망률[십만명당]","십만명당",".3",".5",".3",".3",".4",".2",".4",".4",".3",".4",".2",".3",".5",".3",".4",".4",".4",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","65 - 69세","사망자수[명]","명","8","11","11","9","11","12","10","11","15","11","8","7","7","7","8","15","10","14","12",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","65 - 69세","사망률[십만명당]","십만명당",".5",".7",".6",".5",".6",".6",".5",".6",".8",".6",".4",".3",".3",".3",".3",".6",".4",".5",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","70 - 74세","사망자수[명]","명","8","12","8","14","3","12","5","15","8","18","13","8","7","7","7","7","13","10","8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","70 - 74세","사망률[십만명당]","십만명당",".7","1",".6","1.1",".2",".8",".3",".9",".5","1",".7",".5",".4",".4",".4",".4",".6",".5",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","75 - 79세","사망자수[명]","명","8","4","2","3","5","3","4","11","13","14","13","10","10","10","7","10","15","10","11",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","75 - 79세","사망률[십만명당]","십만명당","1.2",".6",".3",".4",".6",".3",".4","1","1.1","1.1","1",".7",".7",".7",".4",".6",".9",".6",".7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","80세이상","사망자수[명]","명","11","10","6","6","10","8","8","14","14","21","6","14","15","23","16","17","23","18","16",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","80세이상","사망률[십만명당]","십만명당","1.8","1.5",".9",".8","1.3",".9",".9","1.4","1.3","1.9",".5","1.1","1.1","1.5","1","1","1.2",".9",".7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","80 - 84세","사망자수[명]","명","6","6","4","5","6","5","3","2","11","9","3","10","7","14","8","9","12","7","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","80 - 84세","사망률[십만명당]","십만명당","1.5","1.4",".9","1.1","1.3","1",".5",".3","1.7","1.3",".4","1.3",".8","1.5",".8",".9","1.1",".6",".6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","85 - 89세","사망자수[명]","명","4","4","2","1","3","3","4","10","2","9","2","4","6","5","7","6","6","8","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","85 - 89세","사망률[십만명당]","십만명당","2.4","2.3","1.1",".5","1.3","1.2","1.6","3.7",".7","2.9",".6","1.1","1.5","1.2","1.5","1.2","1.1","1.3",".6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","90세이상","사망자수[명]","명","1","0","0","0","1","0","1","2","1","3","1","0","2","4","1","2","5","3","5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","90세이상","사망률[십만명당]","십만명당","1.6","","","","1.2","","1","1.9",".9","2.3",".7","","1.2","2.3",".5",".9","2.1","1.2","1.8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","15세 미만","사망자수[명]","명","599","457","442","458","385","340","358","348","340","333","342","310","283","218","217","171","140","121","143",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","15세 미만","사망률[십만명당]","십만명당","6.3","4.9","4.8","5.2","4.5","4.1","4.4","4.4","4.4","4.4","4.7","4.3","4.1","3.2","3.2","2.6","2.2","1.9","2.4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","15 - 64세","사망자수[명]","명","108","117","107","115","113","95","108","102","109","112","89","84","104","106","104","101","108","107","112",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","15 - 64세","사망률[십만명당]","십만명당",".3",".3",".3",".3",".3",".3",".3",".3",".3",".3",".2",".2",".3",".3",".3",".3",".3",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","65세 이상","사망자수[명]","명","35","37","27","32","29","35","27","51","50","64","40","39","39","47","38","49","61","52","47",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","65세 이상","사망률[십만명당]","십만명당",".9",".9",".6",".7",".6",".7",".5",".9",".9","1.1",".6",".6",".6",".7",".5",".6",".7",".6",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","계","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","15 - 19세","사망자수[명]","명","9","10","9","14","7","7","6","9","6","8","5","5","3","5","4","5","6","2","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","15 - 19세","사망률[십만명당]","십만명당",".5",".6",".5",".8",".4",".4",".3",".5",".3",".4",".3",".3",".2",".3",".3",".4",".5",".2",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","20 - 24세","사망자수[명]","명","6","6","10","7","6","4","11","7","9","7","2","4","10","9","4","7","6","8","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","20 - 24세","사망률[십만명당]","십만명당",".3",".3",".5",".4",".4",".2",".7",".4",".5",".4",".1",".2",".5",".5",".2",".4",".4",".5",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","25 - 29세","사망자수[명]","명","4","8","8","4","10","7","8","3","8","9","4","6","4","4","5","7","5","3","8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","25 - 29세","사망률[십만명당]","십만명당",".2",".4",".4",".2",".5",".3",".4",".2",".5",".5",".2",".4",".2",".2",".3",".4",".3",".2",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","30 - 34세","사망자수[명]","명","7","7","7","6","3","2","2","5","5","9","4","3","6","7","4","5","5","9","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","30 - 34세","사망률[십만명당]","십만명당",".3",".3",".3",".3",".1",".1",".1",".2",".2",".4",".2",".2",".3",".4",".2",".3",".3",".5",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","35 - 39세","사망자수[명]","명","7","6","2","4","8","3","7","6","3","5","3","3","2","4","0","5","3","5","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","35 - 39세","사망률[십만명당]","십만명당",".3",".3",".1",".2",".3",".1",".3",".3",".1",".2",".2",".2",".1",".2","",".2",".2",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","40 - 44세","사망자수[명]","명","7","4","7","5","6","8","6","1","3","4","4","2","6","2","4","8","8","3","2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","40 - 44세","사망률[십만명당]","십만명당",".3",".2",".3",".2",".3",".4",".3","0",".1",".2",".2",".1",".3",".1",".2",".4",".4",".2",".1",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","45 - 49세","사망자수[명]","명","4","7","2","5","6","6","2","8","8","4","5","5","7","8","7","4","8","4","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","45 - 49세","사망률[십만명당]","십만명당",".2",".3",".1",".2",".3",".3",".1",".4",".4",".2",".2",".2",".3",".3",".3",".2",".4",".2",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","50 - 54세","사망자수[명]","명","3","7","2","6","4","10","5","9","7","4","8","4","0","5","11","7","9","14","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","50 - 54세","사망률[십만명당]","십만명당",".2",".5",".1",".4",".2",".5",".3",".4",".3",".2",".4",".2","",".2",".5",".3",".4",".6",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","55 - 59세","사망자수[명]","명","2","0","5","3","4","5","6","8","4","8","3","6","7","7","7","7","9","6","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","55 - 59세","사망률[십만명당]","십만명당",".2","",".4",".3",".3",".4",".4",".5",".2",".5",".2",".3",".3",".3",".3",".3",".4",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","60 - 64세","사망자수[명]","명","4","4","2","1","4","3","5","3","3","4","2","6","11","5","5","6","6","3","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","60 - 64세","사망률[십만명당]","십만명당",".4",".4",".2",".1",".4",".3",".5",".3",".3",".3",".2",".5",".8",".3",".3",".3",".3",".2",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","65 - 69세","사망자수[명]","명","3","5","6","5","5","5","6","4","7","3","2","3","3","5","1","4","8","9","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","65 - 69세","사망률[십만명당]","십만명당",".4",".7",".8",".6",".6",".6",".7",".5",".8",".3",".2",".3",".3",".5",".1",".3",".6",".6",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","70 - 74세","사망자수[명]","명","0","3","1","3","3","5","3","5","3","9","3","2","6","5","2","3","8","6","2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","70 - 74세","사망률[십만명당]","십만명당","",".6",".2",".5",".5",".8",".5",".7",".4","1.2",".4",".3",".8",".6",".2",".3",".9",".6",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","75 - 79세","사망자수[명]","명","5","0","0","0","0","1","1","5","8","4","9","6","5","6","4","4","9","4","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","75 - 79세","사망률[십만명당]","십만명당","2.1","","","","",".3",".3","1.2","1.8",".8","1.7","1.1",".9","1",".6",".6","1.3",".6",".6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","80세이상","사망자수[명]","명","4","2","3","1","5","5","4","2","5","5","2","3","5","3","5","6","9","4","8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","80세이상","사망률[십만명당]","십만명당","2.2","1","1.5",".5","2.2","2.1","1.5",".7","1.7","1.5",".6",".8","1.1",".6",".9","1","1.4",".6","1.1",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","80 - 84세","사망자수[명]","명","3","1","1","0","4","3","2","0","5","3","1","3","2","2","1","6","4","0","3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","80 - 84세","사망률[십만명당]","십만명당","2.4",".8",".7","","2.7","1.9","1.2","","2.5","1.4",".4","1.1",".7",".6",".3","1.6","1","",".6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","85 - 89세","사망자수[명]","명","1","1","2","1","1","2","2","0","0","2","1","0","2","0","4","0","3","3","3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","85 - 89세","사망률[십만명당]","십만명당","2.3","2.1","3.9","1.8","1.6","3","2.9","","","2.5","1.1","","1.9","","3.1","","1.8","1.6","1.5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","90세이상","사망자수[명]","명","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","2","1","2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","90세이상","사망률[십만명당]","십만명당","","","","","","","","8.7","","","","","2.8","2.6","","","3.9","1.8","3.3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","15세 미만","사망자수[명]","명","308","236","245","238","209","161","191","186","178","166","180","165","141","121","111","85","71","65","68",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","15세 미만","사망률[십만명당]","십만명당","6.1","4.8","5.1","5.1","4.6","3.7","4.5","4.5","4.5","4.3","4.7","4.5","3.9","3.4","3.2","2.5","2.2","2","2.2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","15 - 64세","사망자수[명]","명","53","59","54","55","58","55","58","59","56","62","40","44","56","56","51","61","65","57","60",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","15 - 64세","사망률[십만명당]","십만명당",".3",".3",".3",".3",".3",".3",".3",".3",".3",".3",".2",".2",".3",".3",".3",".3",".3",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","65세 이상","사망자수[명]","명","12","10","10","9","13","16","14","16","23","21","16","14","19","19","12","17","34","23","20",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","65세 이상","사망률[십만명당]","십만명당",".8",".6",".6",".5",".7",".8",".6",".7","1",".8",".6",".5",".7",".6",".4",".5","1",".6",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15 - 19세","사망자수[명]","명","6","8","5","4","4","5","7","3","10","5","8","1","5","3","4","3","1","3","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15 - 19세","사망률[십만명당]","십만명당",".4",".5",".3",".3",".3",".3",".4",".2",".6",".3",".5",".1",".3",".2",".3",".2",".1",".3",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","20 - 24세","사망자수[명]","명","5","6","6","8","5","2","5","3","3","8","5","4","8","6","4","4","8","4","8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","20 - 24세","사망률[십만명당]","십만명당",".3",".3",".3",".5",".3",".1",".3",".2",".2",".5",".3",".2",".5",".4",".2",".3",".5",".3",".6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","25 - 29세","사망자수[명]","명","7","7","5","2","6","2","6","2","3","1","3","6","2","8","2","1","5","7","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","25 - 29세","사망률[십만명당]","십만명당",".4",".4",".3",".1",".3",".1",".3",".1",".2",".1",".2",".4",".1",".5",".1",".1",".3",".4",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","30 - 34세","사망자수[명]","명","4","10","8","8","6","7","4","4","3","1","7","3","4","2","6","4","3","3","5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","30 - 34세","사망률[십만명당]","십만명당",".2",".5",".4",".4",".3",".4",".2",".2",".2",".1",".4",".2",".2",".1",".4",".3",".2",".2",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","35 - 39세","사망자수[명]","명","6","9","7","1","10","6","3","7","6","2","2","5","5","6","6","2","4","4","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","35 - 39세","사망률[십만명당]","십만명당",".3",".4",".3","0",".4",".3",".1",".3",".3",".1",".1",".3",".3",".3",".3",".1",".2",".2",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","40 - 44세","사망자수[명]","명","6","1","5","11","6","2","5","6","10","11","4","5","1","3","2","0","3","3","0",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","40 - 44세","사망률[십만명당]","십만명당",".3","0",".2",".5",".3",".1",".2",".3",".4",".5",".2",".2","0",".1",".1","",".2",".2","",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","45 - 49세","사망자수[명]","명","10","5","7","8","2","6","5","4","4","6","5","5","7","7","5","9","1","3","5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","45 - 49세","사망률[십만명당]","십만명당",".5",".3",".3",".4",".1",".3",".2",".2",".2",".3",".2",".2",".3",".3",".2",".4","0",".1",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","50 - 54세","사망자수[명]","명","3","6","4","7","10","5","4","5","7","5","7","4","7","2","9","5","2","12","9",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","50 - 54세","사망률[십만명당]","십만명당",".2",".4",".3",".4",".6",".3",".2",".2",".3",".2",".3",".2",".3",".1",".4",".2",".1",".5",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","55 - 59세","사망자수[명]","명","5","1","3","7","2","3","7","4","3","6","5","5","5","8","7","3","5","3","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","55 - 59세","사망률[십만명당]","십만명당",".5",".1",".3",".6",".2",".2",".5",".3",".2",".3",".3",".3",".2",".4",".3",".1",".2",".1",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","60 - 64세","사망자수[명]","명","3","5","3","4","4","2","4","5","4","5","3","2","4","5","8","9","11","8","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","60 - 64세","사망률[십만명당]","십만명당",".3",".5",".3",".4",".4",".2",".4",".4",".3",".4",".2",".1",".3",".3",".5",".5",".6",".4",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","65 - 69세","사망자수[명]","명","5","6","5","4","6","7","4","7","8","8","6","4","4","2","7","11","2","5","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","65 - 69세","사망률[십만명당]","십만명당",".6",".6",".5",".4",".6",".7",".4",".7",".8",".8",".6",".4",".4",".2",".6",".9",".1",".3",".4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","70 - 74세","사망자수[명]","명","8","9","7","11","0","7","2","10","5","9","10","6","1","2","5","4","5","4","6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","70 - 74세","사망률[십만명당]","십만명당","1.2","1.3",".9","1.4","",".8",".2","1.1",".5",".9","1",".6",".1",".2",".5",".4",".5",".4",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","75 - 79세","사망자수[명]","명","3","4","2","3","5","2","3","6","5","10","4","4","5","4","3","6","6","6","7",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","75 - 79세","사망률[십만명당]","십만명당",".7",".8",".4",".6",".9",".3",".5",".9",".7","1.3",".5",".5",".6",".5",".3",".6",".7",".7",".8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","80세이상","사망자수[명]","명","7","8","3","5","5","3","4","12","9","16","4","11","10","20","11","11","14","14","8",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","80세이상","사망률[십만명당]","십만명당","1.6","1.7",".6","1",".9",".5",".6","1.7","1.2","2",".5","1.2","1","1.9","1",".9","1.1","1",".6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","80 - 84세","사망자수[명]","명","3","5","3","5","2","2","1","2","6","6","2","7","5","12","7","3","8","7","4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","80 - 84세","사망률[십만명당]","십만명당","1.1","1.8","1","1.6",".6",".6",".3",".5","1.4","1.3",".4","1.3",".9","2","1.1",".4","1.1","1",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","85 - 89세","사망자수[명]","명","3","3","0","0","2","1","2","10","2","7","1","4","4","5","3","6","3","5","1",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","85 - 89세","사망률[십만명당]","십만명당","2.5","2.4","","","1.2",".6","1.1","5.1","1","3.1",".4","1.5","1.4","1.6",".9","1.7",".8","1.2",".2",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","90세이상","사망자수[명]","명","1","0","0","0","1","0","1","0","1","3","1","0","1","3","1","2","3","2","3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","90세이상","사망률[십만명당]","십만명당","1.9","","","","1.5","","1.3","","1.1","2.9",".9","",".8","2.2",".7","1.2","1.6","1","1.4",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15세 미만","사망자수[명]","명","291","221","197","220","176","179","167","162","162","167","162","145","142","97","106","86","69","56","75",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15세 미만","사망률[십만명당]","십만명당","6.4","5","4.5","5.2","4.3","4.5","4.3","4.3","4.4","4.6","4.6","4.2","4.2","2.9","3.3","2.7","2.2","1.9","2.6",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15 - 64세","사망자수[명]","명","55","58","53","60","55","40","50","43","53","50","49","40","48","50","53","40","43","50","52",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","15 - 64세","사망률[십만명당]","십만명당",".3",".3",".3",".3",".3",".2",".3",".2",".3",".3",".3",".2",".3",".3",".3",".2",".2",".3",".3",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","65세 이상","사망자수[명]","명","23","27","17","23","16","19","13","35","27","43","24","25","20","28","26","32","27","29","27",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","65세 이상","사망률[십만명당]","십만명당",".9","1.1",".6",".8",".5",".6",".4","1.1",".8","1.2",".7",".7",".5",".7",".6",".7",".6",".6",".5",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"선천 기형, 변형 및 염색체 이상 (Q00-Q99)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 19세","사망자수[명]","명","30","25","29","32","35","33","45","21","22","28","26","19","26","19","22","15","10","26","29",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","15 - 19세","사망률[십만명당]","십만명당",".9",".8",".9","1","1","1","1.3",".6",".6",".8",".8",".6",".8",".6",".8",".6",".4","1.1","1.2",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","20 - 24세","사망자수[명]","명","62","68","64","58","60","54","53","53","47","51","39","33","45","41","49","50","42","63","41",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","20 - 24세","사망률[십만명당]","십만명당","1.6","1.8","1.8","1.7","1.9","1.7","1.7","1.7","1.4","1.5","1.1",".9","1.3","1.2","1.4","1.5","1.3","2","1.4",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","25 - 29세","사망자수[명]","명","75","89","87","111","91","104","114","80","69","63","56","60","50","44","66","79","69","72","77",
"달리 분류되지 않은 증상, 징후 (R00-R99)","계","25 - 29세","사망률[십만명당]","십만명당","1.9","2.3","2.2","2.8","2.2","2.6","3","2.2","2","2","1.8","1.9","1.6","1.4","2","2.3","2","2","2.2",
